Entry	Status	Gene ontology (biological process)
Q9VZF5	unreviewed	actomyosin contractile ring assembly [GO:0000915]; actomyosin contractile ring contraction [GO:0000916]; cell fate determination [GO:0001709]; female meiosis chromosome segregation [GO:0016321]; maintenance of protein location in cell [GO:0032507]; microtubule-based movement [GO:0007018]; microtubule bundle formation involved in mitotic spindle midzone assembly [GO:1903562]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; peripheral nervous system development [GO:0007422]; plus-end-directed vesicle transport along microtubule [GO:0072383]; regulation of microtubule cytoskeleton organization [GO:0070507]; smoothened signaling pathway [GO:0007224]; somatic muscle development [GO:0007525]
Q9VGL8	reviewed	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]; lumen formation, open tracheal system [GO:0035149]; polarity specification of proximal/distal axis [GO:0010085]; regulation of GTPase activity [GO:0043087]
Q9VGN7	unreviewed	positive regulation of mitochondrial translation [GO:0070131]; somatic cell DNA recombination [GO:0016444]
Q9VGN8	unreviewed	proteoglycan biosynthetic process [GO:0030166]
Q9VGP1	reviewed	double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]
Q9Y169	reviewed	chondroitin sulfate biosynthetic process [GO:0030206]; decapentaplegic signaling pathway [GO:0008101]; glycosaminoglycan biosynthetic process [GO:0006024]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0015014]; heparin biosynthetic process [GO:0030210]; multicellular organism development [GO:0007275]; N-acetylglucosamine metabolic process [GO:0006044]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of decapentaplegic signaling pathway [GO:0090098]; positive regulation of smoothened signaling pathway [GO:0045880]; protein glycosylation [GO:0006486]; Wnt signaling pathway [GO:0016055]
Q9VGP7	unreviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9W086	unreviewed	mitochondrial translation [GO:0032543]
Q9VGP9	unreviewed	establishment of cell polarity [GO:0030010]; intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; protein phosphorylation [GO:0006468]
Q9W1H2	unreviewed	
Q9VGQ7	unreviewed	
Q9VGT2	unreviewed	
Q9VSQ2	unreviewed	
Q9VKF3	unreviewed	cell surface receptor signaling pathway [GO:0007166]
Q9VGV6	unreviewed	transmembrane transport [GO:0055085]
Q9VJ35	unreviewed	
Q9VZG9	unreviewed	regulation of sodium ion transport [GO:0002028]
Q9VGY8	unreviewed	fatty acid alpha-oxidation [GO:0001561]
Q9VH00	unreviewed	
Q9W2D6	reviewed	defense response to Gram-negative bacterium [GO:0050829]; negative regulation of innate immune response [GO:0045824]; protein import into mitochondrial inner membrane [GO:0045039]
Q9VT90	reviewed	detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; signal transduction [GO:0007165]
Q9VM10	unreviewed	carotenoid metabolic process [GO:0016116]; phototransduction [GO:0007602]; rhodopsin biosynthetic process [GO:0016063]; thermotaxis [GO:0043052]
Q9VQS2	unreviewed	immune response [GO:0006955]
Q9VQU7	unreviewed	transmembrane transport [GO:0055085]
Q9VWV8	reviewed	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of catalytic activity [GO:0043086]; negative regulation of nitric-oxide synthase activity [GO:0051001]
Q9W391	reviewed	glycogen metabolic process [GO:0005977]; protein phosphorylation [GO:0006468]
Q9W4S1	reviewed	cell redox homeostasis [GO:0045454]
Q9W5H8	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; regulation of GTPase activity [GO:0043087]
Q9VY55	unreviewed	response to metal ion [GO:0010038]
Q9VH52	unreviewed	carbohydrate transport [GO:0008643]
Q9VH59	unreviewed	fatty acid elongation [GO:0030497]; fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q9VS29	reviewed	axon guidance [GO:0007411]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron projection morphogenesis [GO:0048812]
Q9VVP4	unreviewed	
Q9VW71	reviewed	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion mediated by cadherin [GO:0044331]; centripetally migrating follicle cell migration [GO:0060269]; defense response to Gram-negative bacterium [GO:0050829]; establishment of planar polarity of follicular epithelium [GO:0042247]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; foregut morphogenesis [GO:0007440]; growth of a germarium-derived egg chamber [GO:0007295]; hindgut morphogenesis [GO:0007442]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; oogenesis [GO:0048477]; open tracheal system development [GO:0007424]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of innate immune response [GO:0045089]; protein localization to cell leading edge [GO:1902463]; salivary gland development [GO:0007431]
Q9VWS8	unreviewed	
Q9W145	reviewed	lipid transport [GO:0006869]; steroid biosynthetic process [GO:0006694]
Q9VNG7	unreviewed	mitotic spindle organization [GO:0007052]
Q9VQ17	unreviewed	cell redox homeostasis [GO:0045454]
Q9VJ85	unreviewed	nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]
Q9VSS7	reviewed	
Q9VHB0	unreviewed	mRNA processing [GO:0006397]; regulation of cell cycle [GO:0051726]; regulation of mRNA splicing, via spliceosome [GO:0048024]
Q9VZ34	unreviewed	
Q9VHB8	unreviewed	branched-chain amino acid catabolic process [GO:0009083]; fatty-acyl-CoA biosynthetic process [GO:0046949]
Q9VHC5	unreviewed	histone demethylation [GO:0016577]; histone H3-K9 demethylation [GO:0033169]; positive regulation of chromatin silencing [GO:0031937]
Q9W4G5	unreviewed	
Q9VHD0	unreviewed	dephosphorylation [GO:0016311]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]
Q9VHE0	unreviewed	potassium ion transmembrane transport [GO:0071805]
Q9VLJ9	reviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9VYT9	unreviewed	
Q9VHI7	unreviewed	protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]
Q9VHL1	unreviewed	
Q9VHL2	unreviewed	protein folding [GO:0006457]
Q9VHL4	unreviewed	detection of chemical stimulus [GO:0009593]
Q9VHN3	reviewed	
Q9VHN5	reviewed	protein transport [GO:0015031]
Q9VML5	unreviewed	
Q9VRN1	unreviewed	protein localization to membrane [GO:0072657]
Q9VWQ1	unreviewed	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; larval midgut cell programmed cell death [GO:0035096]; positive regulation of macroautophagy [GO:0016239]
Q9VHS4	reviewed	detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; signal transduction [GO:0007165]
Q9VJI5	unreviewed	cuticle pigmentation [GO:0048067]; melanin biosynthetic process [GO:0042438]
Q9VHT3	unreviewed	centrosome cycle [GO:0007098]; maintenance of neuroblast polarity [GO:0045201]; neuroblast proliferation [GO:0007405]; protein stabilization [GO:0050821]; regulation of protein stability [GO:0031647]
Q9VLQ0	unreviewed	
Q9VY44	unreviewed	7-methylguanosine mRNA capping [GO:0006370]; positive regulation of smoothened signaling pathway [GO:0045880]; protein dephosphorylation [GO:0006470]
Q9Y143	unreviewed	
Q9VT14	unreviewed	
Q9VRW5	unreviewed	
Q9VHW8	unreviewed	imaginal disc eversion [GO:0007561]
Q9VI09	unreviewed	defense response to Gram-negative bacterium [GO:0050829]; multicellular organism reproduction [GO:0032504]; regulation of antimicrobial humoral response [GO:0002759]; response to bacterium [GO:0009617]
Q9VSI1	unreviewed	cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; cytoplasmic translation [GO:0002181]; protein refolding [GO:0042026]; regulation of translational fidelity [GO:0006450]; response to unfolded protein [GO:0006986]
Q9VI14	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VIK1	unreviewed	negative regulation of peptidoglycan recognition protein signaling pathway [GO:0061060]; protein localization to membrane [GO:0072657]
Q9VL11	unreviewed	
Q9VM15	unreviewed	chaeta development [GO:0022416]; gene silencing [GO:0016458]; histone acetylation [GO:0016573]; histone H3 acetylation [GO:0043966]; imaginal disc fusion, thorax closure [GO:0046529]; negative regulation of cell fate specification [GO:0009996]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; sensory organ precursor cell fate determination [GO:0016360]; wing disc dorsal/ventral pattern formation [GO:0048190]
Q9VI34	unreviewed	
Q9VI70	unreviewed	
Q9VI51	unreviewed	
Q9VWH9	unreviewed	
Q9VWJ4	unreviewed	
Q9VI78	unreviewed	hexose transmembrane transport [GO:0008645]
Q9VL69	unreviewed	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q9VYI4	unreviewed	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q9VIA7	unreviewed	
Q9Y107	unreviewed	
Q9VIE1	unreviewed	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; cellular response to oxidative stress [GO:0034599]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497]
Q9VIG3	unreviewed	
Q9W1V3	reviewed	box C/D snoRNA 3'-end processing [GO:0000494]; histone glutamine methylation [GO:1990258]; rRNA methylation [GO:0031167]
Q9VIG6	unreviewed	
Q9VUD8	unreviewed	
Q9VVH9	unreviewed	organic substance transport [GO:0071702]; sodium-independent organic anion transport [GO:0043252]
Q9VIH6	unreviewed	chemical synaptic transmission [GO:0007268]; negative regulation of synaptic vesicle recycling [GO:1903422]; neuromuscular synaptic transmission [GO:0007274]; regulation of GTPase activity [GO:0043087]
Q9VII5	unreviewed	
Q9VII9	unreviewed	
Q9VZ63	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9VIK5	unreviewed	
Q9VIN6	unreviewed	multicellular organism reproduction [GO:0032504]
Q9VIN9	unreviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
Q9VRE9	unreviewed	
Q9W2C8	unreviewed	blood coagulation [GO:0007596]; proteolysis [GO:0006508]
Q9VIS0	unreviewed	mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]
Q9VIS3	unreviewed	fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; sucrose biosynthetic process [GO:0005986]
Q9VIS4	unreviewed	
Q9VIS9	unreviewed	regulation of gene expression [GO:0010468]
Q9W0Q3	unreviewed	
Q9VIT5	unreviewed	oxidation-reduction process [GO:0055114]
Q9VIU7	reviewed	dolichol metabolic process [GO:0019348]; GPI anchor biosynthetic process [GO:0006506]; protein glycosylation [GO:0006486]; protein O-linked mannosylation [GO:0035269]
Q9VIU8	unreviewed	
Q9VIV0	unreviewed	positive regulation of Rho protein signal transduction [GO:0035025]
Q9VIV9	unreviewed	
Q9W0L7	unreviewed	positive regulation of Notch signaling pathway [GO:0045747]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9VL59	reviewed	
Q9VPG0	unreviewed	
Q9VMX3	unreviewed	transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase III [GO:0006383]
Q9VXH9	reviewed	endosomal transport [GO:0016197]; endosome organization [GO:0007032]; positive regulation of cell adhesion [GO:0045785]; protein transport [GO:0015031]
Q9VJ34	reviewed	
Q9W208	unreviewed	sensory perception of chemical stimulus [GO:0007606]
Q9VJ45	unreviewed	UDP-glucose metabolic process [GO:0006011]; xenobiotic metabolic process [GO:0006805]
Q9VJ58	unreviewed	
Q9Y0Y5	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]
Q9VJ61	unreviewed	protein dephosphorylation [GO:0006470]
Q9VJ75	unreviewed	cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; potassium ion homeostasis [GO:0055075]; potassium ion import [GO:0010107]
Q9W2B3	unreviewed	G protein-coupled receptor signaling pathway [GO:0007186]; response to pheromone [GO:0019236]
Q9VLB7	unreviewed	neurotransmitter secretion [GO:0007269]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]
Q9VPS8	unreviewed	
Q9VW61	unreviewed	
Q9VJD6	unreviewed	proteolysis [GO:0006508]
Q9VTE2	reviewed	chromatin assembly or disassembly [GO:0006333]; chromosome organization [GO:0051276]; DNA endoreduplication [GO:0042023]; DNA replication [GO:0006260]; heterochromatin assembly [GO:0031507]; multicellular organism development [GO:0007275]; negative regulation of DNA replication [GO:0008156]; positive regulation of DNA endoreduplication [GO:0032877]
Q9VJK1	unreviewed	
Q9VVI4	unreviewed	proteolysis [GO:0006508]
Q9VZ40	reviewed	
Q9VJF6	unreviewed	
Q9W286	unreviewed	
Q9VJI1	unreviewed	lipid metabolic process [GO:0006629]
Q9VJI9	reviewed	iron-sulfur cluster assembly [GO:0016226]
Q9VJK9	unreviewed	
Q9W2V9	unreviewed	
Q9VVA1	unreviewed	
Q9VYF8	reviewed	ubiquinone biosynthetic process [GO:0006744]
Q9VNE3	unreviewed	selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; translation [GO:0006412]
Q9VXC1	unreviewed	
Q9VZE6	reviewed	ribosomal large subunit assembly [GO:0000027]
Q9VJS6	unreviewed	mitochondrial respiratory chain complex II assembly [GO:0034553]; regulation of establishment of planar polarity [GO:0090175]
Q9VJS7	reviewed	chitin-based cuticle sclerotization [GO:0007593]; ecdysis, chitin-based cuticle [GO:0018990]; G protein-coupled receptor signaling pathway [GO:0007186]; regulation of establishment of planar polarity [GO:0090175]
Q9VMY8	unreviewed	clathrin coat disassembly [GO:0072318]; clathrin-dependent endocytosis [GO:0072583]; compound eye morphogenesis [GO:0001745]; negative regulation of neuron death [GO:1901215]; Notch signaling pathway [GO:0007219]; protein phosphorylation [GO:0006468]; receptor-mediated endocytosis [GO:0006898]; sperm individualization [GO:0007291]
Q9VVR9	reviewed	
Q9VZ24	unreviewed	
Q9W4J2	unreviewed	
Q9VS78	reviewed	
Q9VJW1	unreviewed	Golgi to plasma membrane protein transport [GO:0043001]; positive regulation of endocytosis [GO:0045807]; positive regulation of neuron remodeling [GO:1904801]; regulation of ARF protein signal transduction [GO:0032012]; vesicle-mediated transport [GO:0016192]
Q9VJX8	unreviewed	fatty acid elongation [GO:0030497]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q9VLF5	unreviewed	proteolysis [GO:0006508]
Q9W201	unreviewed	cation transport [GO:0006812]; cyclic-nucleotide-mediated signaling [GO:0019935]
X2JEB0	unreviewed	
Q9VJZ1	unreviewed	cell redox homeostasis [GO:0045454]
Q9VJZ3	unreviewed	RNA polymerase III preinitiation complex assembly [GO:0070898]
Q9VJZ5	unreviewed	mitotic spindle organization [GO:0007052]; regulation of signal transduction [GO:0009966]; wing disc morphogenesis [GO:0007472]
Q9VK06	unreviewed	endocytosis [GO:0006897]; phospholipid translocation [GO:0045332]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]
Q9VK20	unreviewed	mitochondrial translational termination [GO:0070126]; translational termination [GO:0006415]
Q9VMD3	unreviewed	
Q9VZ17	unreviewed	sperm competition [GO:0046692]
Q9VMU0	unreviewed	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; respiratory electron transport chain [GO:0022904]
Q9VK45	reviewed	apical protein localization [GO:0045176]; autophagy [GO:0006914]; cell cycle [GO:0007049]; cellular response to nutrient [GO:0031670]; dendrite morphogenesis [GO:0048813]; determination of adult lifespan [GO:0008340]; endocytic recycling [GO:0032456]; germarium-derived cystoblast division [GO:0048142]; gonad development [GO:0008406]; insulin receptor signaling pathway [GO:0008286]; lamellocyte differentiation [GO:0035171]; larval midgut cell programmed cell death [GO:0035096]; multicellular organism growth [GO:0035264]; myoblast fusion [GO:0007520]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of macroautophagy [GO:0016242]; negative regulation of proteasomal protein catabolic process [GO:1901799]; positive regulation of axon guidance [GO:1902669]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; positive regulation of cell growth [GO:0030307]; positive regulation of cell size [GO:0045793]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of ribosome biogenesis [GO:0090070]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; positive regulation of transcription by RNA polymerase III [GO:0045945]; protein phosphorylation [GO:0006468]; regulation of cell growth [GO:0001558]; regulation of mitotic cell cycle [GO:0007346]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of response to drug [GO:2001023]; regulation of terminal button organization [GO:2000331]; response to nutrient [GO:0007584]; somatic muscle development [GO:0007525]; terminal branching, open tracheal system [GO:0007430]; TORC1 signaling [GO:0038202]
