Entry	Status	Gene ontology (molecular function)
Q8VIM5	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II sequence-specific DNA-binding transcription factor binding [GO:0061629]; R-SMAD binding [GO:0070412]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q3TVI8	reviewed	transcription corepressor activity [GO:0003714]
Q9CQI9	reviewed	signaling receptor activity [GO:0038023]; thyroid hormone receptor binding [GO:0046966]; transcription coregulator activity [GO:0003712]; ubiquitin protein ligase activity [GO:0061630]
Q3U1N2	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; E-box binding [GO:0070888]; protein C-terminus binding [GO:0008022]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q9JJQ3	unreviewed	nucleic acid binding [GO:0003676]
Q8R3P9	reviewed	protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]
Q9WUQ2	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; GTPase activator activity [GO:0005096]; GTPase binding [GO:0051020]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; Sar guanyl-nucleotide exchange factor activity [GO:0005090]
Q4G5Y1	reviewed	
Q9D6I7	reviewed	
Q9D6X5	reviewed	riboflavin transmembrane transporter activity [GO:0032217]
Q9DCX1	reviewed	
Q3UHF7	reviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q3UJD6	reviewed	Hsp90 protein binding [GO:0051879]; Lys48-specific deubiquitinase activity [GO:1990380]; metal ion binding [GO:0046872]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin protein ligase binding [GO:0031625]
Q8K2C9	reviewed	3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; 3-hydroxy-arachidoyl-CoA dehydratase activity [GO:0102343]; 3-hydroxy-behenoyl-CoA dehydratase activity [GO:0102344]; 3-hydroxy-lignoceroyl-CoA dehydratase activity [GO:0102345]; enzyme binding [GO:0019899]; very-long-chain 3-hydroxyacyl-CoA dehydratase activity [GO:0102158]
Q3UNW5	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q9ERA0	reviewed	DNA-binding transcription factor activity [GO:0003700]; protein C-terminus binding [GO:0008022]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
Q5RL51	reviewed	
Q9CR09	reviewed	UFM1 transferase activity [GO:0071568]
Q60668	reviewed	AT DNA binding [GO:0003680]; chromatin binding [GO:0003682]; histone deacetylase binding [GO:0042826]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; telomeric DNA binding [GO:0042162]; transcription factor binding [GO:0008134]
Q60698	reviewed	chromatin binding [GO:0003682]; histone deacetylase inhibitor activity [GO:0046811]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; repressing transcription factor binding [GO:0070491]; SMAD binding [GO:0046332]; transcription corepressor activity [GO:0003714]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
Q61602	reviewed	beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; mediator complex binding [GO:0036033]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q60867	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; E-box binding [GO:0070888]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q60749	reviewed	identical protein binding [GO:0042802]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; SH3/SH2 adaptor activity [GO:0005070]; SH3 domain binding [GO:0017124]
Q91W39	reviewed	chromatin binding [GO:0003682]
Q60771	reviewed	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
Q9DCK3	reviewed	antigen binding [GO:0003823]; integrin binding [GO:0005178]
Q61827	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RING-like zinc finger domain binding [GO:0071535]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription cofactor binding [GO:0001221]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q8R2X8	reviewed	enzyme binding [GO:0019899]; ubiquitin protein ligase binding [GO:0031625]
Q9JLC6	reviewed	double-stranded DNA binding [GO:0003690]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q80UW8	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
Q61146	reviewed	protein domain specific binding [GO:0019904]
Q62312	reviewed	ATP binding [GO:0005524]; glycosaminoglycan binding [GO:0005539]; growth factor binding [GO:0019838]; metal ion binding [GO:0046872]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; SMAD binding [GO:0046332]; transforming growth factor beta-activated receptor activity [GO:0005024]; transforming growth factor beta binding [GO:0050431]; transforming growth factor beta receptor activity, type II [GO:0005026]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]; type III transforming growth factor beta receptor binding [GO:0034714]; type I transforming growth factor beta receptor binding [GO:0034713]
Q9WVL2	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; ubiquitin-like protein ligase binding [GO:0044389]
Q61188	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity [GO:0042054]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; primary miRNA binding [GO:0070878]; promoter-specific chromatin binding [GO:1990841]; protein-lysine N-methyltransferase activity [GO:0016279]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q61233	reviewed	actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; GTPase binding [GO:0051020]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]
Q9DAW9	reviewed	actin binding [GO:0003779]; calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]
Q64279	reviewed	bHLH transcription factor binding [GO:0043425]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q61501	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; proximal promoter sequence-specific DNA binding [GO:0000987]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q9CPR8	reviewed	protein dimerization activity [GO:0046983]
Q62315	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; methylated histone binding [GO:0035064]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
Q6NZI9	unreviewed	nucleic acid binding [GO:0003676]
Q6PGB8	reviewed	annealing helicase activity [GO:0036310]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; nucleosome binding [GO:0031491]; transcription factor binding [GO:0008134]
Q80X44	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q8BP86	reviewed	DNA binding [GO:0003677]
Q8BY02	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q8C7B8	reviewed	zinc ion binding [GO:0008270]
Q8K119	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; mismatched DNA binding [GO:0030983]; single-stranded DNA binding [GO:0003697]
Q8VCG9	reviewed	DNA binding [GO:0003677]
Q8VIG1	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; outward rectifier potassium channel activity [GO:0015271]; protein-containing complex binding [GO:0044877]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q91ZU1	reviewed	
Q99LL5	reviewed	H4K20me3 modified histone binding [GO:1990889]
Q99PE2	reviewed	histone deacetylase binding [GO:0042826]; low-density lipoprotein particle receptor binding [GO:0050750]; protein kinase binding [GO:0019901]; ubiquitin protein ligase binding [GO:0031625]
Q9D6K9	reviewed	DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
Q9DCD2	reviewed	
Q9R0X0	reviewed	transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]
Q9Z1B8	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; sequence-specific DNA binding [GO:0043565]
Q9Z1L3	reviewed	DNA binding [GO:0003677]
Q9Z2D6	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded methylated DNA binding [GO:0010385]; enzyme binding [GO:0019899]; four-way junction DNA binding [GO:0000400]; histone deacetylase binding [GO:0042826]; methyl-CpG binding [GO:0008327]; mRNA binding [GO:0003729]; promoter-specific chromatin binding [GO:1990841]; protein domain specific binding [GO:0019904]; protein N-terminus binding [GO:0047485]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; siRNA binding [GO:0035197]; transcription factor binding [GO:0008134]; unmethylated CpG binding [GO:0045322]
