Entry	Status	Gene ontology (molecular function)
P38913	reviewed	ATP binding [GO:0005524]; FMN adenylyltransferase activity [GO:0003919]
P40353	reviewed	acyl-CoA hydrolase activity [GO:0047617]; alcohol O-acetyltransferase activity [GO:0004026]; N-acetyltransferase activity [GO:0008080]
P40542	reviewed	
P47059	reviewed	
P53111	reviewed	carbonyl reductase (NADPH) activity [GO:0004090]; coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
P53284	reviewed	
Q02486	reviewed	DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; transcription factor binding [GO:0008134]
Q02770	reviewed	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q03831	reviewed	
Q08728	reviewed	
Q12012	reviewed	
Q12172	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
P53879	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
P38688	reviewed	7S RNA binding [GO:0008312]
Q7LIF2	reviewed	
P53154	reviewed	O-acyltransferase activity [GO:0008374]; symporter activity [GO:0015293]
P47085	reviewed	
Q04549	reviewed	motor activity [GO:0003774]; structural constituent of cytoskeleton [GO:0005200]
P38697	reviewed	chromatin binding [GO:0003682]; IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]
P38698	reviewed	exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]
Q12004	reviewed	metal ion binding [GO:0046872]
P38828	reviewed	RNA binding [GO:0003723]
P50264	reviewed	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052904]; N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052903]; oxidoreductase activity [GO:0016491]; polyamine oxidase activity [GO:0046592]; spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity [GO:0052902]; spermine:oxygen oxidoreductase (spermidine-forming) activity [GO:0052901]
Q12497	reviewed	
P43617	reviewed	transmembrane transporter activity [GO:0022857]; transporter activity [GO:0005215]
Q07830	reviewed	mannose-ethanolamine phosphotransferase activity [GO:0051377]; transferase activity, transferring phosphorus-containing groups [GO:0016772]
Q12480	reviewed	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
P38714	reviewed	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]
P38715	reviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; D-xylose:NADP reductase activity [GO:0032866]; mRNA binding [GO:0003729]; oxidoreductase activity [GO:0016491]
P38722	reviewed	
Q08902	reviewed	ammonium transmembrane transporter activity [GO:0008519]
P38724	reviewed	siderophore transmembrane transporter activity [GO:0015343]
P38725	reviewed	structural constituent of cell wall [GO:0005199]
Q02204	reviewed	structural constituent of ribosome [GO:0003735]
P38728	reviewed	
P38767	reviewed	antiporter activity [GO:0015297]; drug transmembrane transporter activity [GO:0015238]
P38732	reviewed	protein-lysine N-methyltransferase activity [GO:0016279]
P38747	reviewed	
Q06132	reviewed	RNA binding [GO:0003723]
P38750	reviewed	formate transmembrane transporter activity [GO:0015499]; transporter activity [GO:0005215]
Q12253	reviewed	
P40341	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
P40343	reviewed	metal ion binding [GO:0046872]; phosphatidylinositol-3-phosphate binding [GO:0032266]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; ubiquitin binding [GO:0043130]
P53717	reviewed	
Q02207	reviewed	3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; enoyl-CoA hydratase activity [GO:0004300]; isomerase activity [GO:0016853]
Q08491	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein binding, bridging [GO:0030674]; protein-containing complex binding [GO:0044877]; translation elongation factor activity [GO:0003746]
Q12276	reviewed	
P40539	reviewed	
P38777	reviewed	carboxylic ester hydrolase activity [GO:0052689]
P43537	reviewed	
P38789	reviewed	rRNA binding [GO:0019843]
Q06511	reviewed	
Q06836	reviewed	ARF guanyl-nucleotide exchange factor activity [GO:0005086]
P38796	reviewed	carboxylic ester hydrolase activity [GO:0052689]; protein methylesterase activity [GO:0051723]; structural constituent of ribosome [GO:0003735]
Q05930	reviewed	
P38798	reviewed	RNA binding [GO:0003723]
P38803	reviewed	chromatin binding [GO:0003682]
Q06485	reviewed	
P38804	reviewed	
Q03656	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P43572	reviewed	
P38811	reviewed	transcription coregulator activity [GO:0003712]
P53735	reviewed	zinc ion transmembrane transporter activity [GO:0005385]
Q12013	reviewed	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
P38818	reviewed	[cytochrome c]-lysine N-methyltransferase activity [GO:0000277]; protein-lysine N-methyltransferase activity [GO:0016279]
P47077	reviewed	RNA binding [GO:0003723]
P53246	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P40554	reviewed	protein homodimerization activity [GO:0042803]; protein tag [GO:0031386]
P49089	reviewed	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]
P53538	reviewed	phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
Q07951	reviewed	
Q08956	reviewed	
P39711	reviewed	
P39938	reviewed	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
P40096	reviewed	chromatin binding [GO:0003682]; core promoter binding [GO:0001047]; protein heterodimerization activity [GO:0046982]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
P40366	reviewed	protein heterodimerization activity [GO:0046982]
P47013	reviewed	sphingosine-1-phosphate phosphatase activity [GO:0042392]
P47977	reviewed	metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]
P53080	reviewed	mRNA binding [GO:0003729]
P53193	reviewed	ATPase activator activity [GO:0001671]; chaperone binding [GO:0051087]
P53219	reviewed	hydrolase activity [GO:0016787]
P53264	reviewed	carboxylic ester hydrolase activity [GO:0052689]; phospholipase A2 activity [GO:0004623]; transferase activity [GO:0016740]
P53268	reviewed	
P53305	reviewed	structural constituent of ribosome [GO:0003735]
P89495	reviewed	
P90471	reviewed	
Q03205	reviewed	
Q06835	reviewed	
Q08448	reviewed	lysophospholipase activity [GO:0004622]
Q08548	reviewed	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; O-acyltransferase activity [GO:0008374]
Q12130	reviewed	
Q12135	reviewed	
Q12140	reviewed	
Q12244	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; zinc ion binding [GO:0008270]
Q12442	reviewed	signaling receptor activity [GO:0038023]
Q12674	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phospholipid-translocating ATPase activity [GO:0004012]
Q05583	reviewed	
P38833	reviewed	nucleic acid binding [GO:0003676]
P38835	reviewed	
P38838	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; SUMO binding [GO:0032183]; SUMO ligase activity [GO:0061665]
P53047	reviewed	
P38839	reviewed	enzyme inhibitor activity [GO:0004857]; protein kinase inhibitor activity [GO:0004860]
Q08281	reviewed	metal ion binding [GO:0046872]
P38841	reviewed	endopeptidase inhibitor activity [GO:0004866]
P47015	reviewed	ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]
P38844	reviewed	glucosidase activity [GO:0015926]
P38849	reviewed	
P53870	reviewed	
P38850	reviewed	
P47158	reviewed	transferase activity [GO:0016740]
Q02831	reviewed	
P38858	reviewed	6-phosphogluconolactonase activity [GO:0017057]
Q05533	reviewed	inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]
P40090	reviewed	kinetochore binding [GO:0043515]; sequence-specific DNA binding [GO:0043565]
P53846	reviewed	
P38861	reviewed	ribosomal large subunit binding [GO:0043023]
P40081	reviewed	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]
P40157	reviewed	
P38868	reviewed	
P38871	reviewed	
P49166	reviewed	metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q03246	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P38874	reviewed	identical protein binding [GO:0042802]
Q02908	reviewed	histone acetyltransferase activity [GO:0004402]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
P38877	reviewed	DNA binding [GO:0003677]
Q02642	reviewed	unfolded protein binding [GO:0051082]
P53143	reviewed	
Q03195	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]
P38882	reviewed	snoRNA binding [GO:0030515]
P53276	reviewed	snoRNA binding [GO:0030515]; tRNA binding [GO:0000049]
Q04305	reviewed	snoRNA binding [GO:0030515]
P38883	reviewed	chromatin binding [GO:0003682]
P38885	reviewed	intramolecular lyase activity [GO:0016872]
Q08975	reviewed	ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiaminase activity [GO:0050334]
P38892	reviewed	methyltransferase activity [GO:0008168]; mRNA binding [GO:0003729]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
Q03362	reviewed	
P50094	reviewed	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]
P53011	reviewed	identical protein binding [GO:0042802]; structural constituent of nuclear pore [GO:0017056]; structural molecule activity [GO:0005198]
P38904	reviewed	
P53885	reviewed	
P38911	reviewed	macrolide binding [GO:0005527]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
P38912	reviewed	double-stranded RNA binding [GO:0003725]; protein kinase binding [GO:0019901]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
P38920	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; single-stranded DNA binding [GO:0003697]
P38927	reviewed	
P42834	reviewed	ATPase activator activity [GO:0001671]
Q2V2P9	reviewed	
P38986	reviewed	asparaginase activity [GO:0004067]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P38954	reviewed	inositol phosphoceramide synthase activity [GO:0045140]; transferase activity, transferring phosphorus-containing groups [GO:0016772]
Q04638	reviewed	metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]
Q07921	reviewed	single-stranded telomeric DNA binding [GO:0043047]
P87270	reviewed	
Q04049	reviewed	damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]
P38968	reviewed	structural molecule activity [GO:0005198]
P54838	reviewed	ATP binding [GO:0005524]; glycerone kinase activity [GO:0004371]; triokinase activity [GO:0050354]
P38972	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]
P42884	reviewed	aryl-alcohol dehydrogenase (NAD+) activity [GO:0018456]
P43549	reviewed	glycerol transmembrane transporter activity [GO:0015168]; transporter activity [GO:0005215]; water channel activity [GO:0015250]
P53081	reviewed	
Q3E7Y4	reviewed	
P53617	reviewed	protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; transcription regulatory region RNA binding [GO:0001068]
Q12242	reviewed	
P38999	reviewed	saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity [GO:0004755]; saccharopine dehydrogenase activity [GO:0004753]
P48567	reviewed	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]
P39003	reviewed	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]
P39101	reviewed	
Q04368	reviewed	
Q06390	reviewed	mRNA 3'-UTR binding [GO:0003730]; N6-methyladenosine-containing RNA binding [GO:1990247]
Q6Q5X2	reviewed	
P40448	reviewed	
P53012	reviewed	
Q00246	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q07872	reviewed	clathrin binding [GO:0030276]
Q12110	reviewed	
P47164	reviewed	cystathionine gamma-synthase activity [GO:0003962]; pyridoxal phosphate binding [GO:0030170]
P53854	reviewed	
P39079	reviewed	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
Q08958	reviewed	
P39105	reviewed	lysophospholipase activity [GO:0004622]; phospholipase A2 activity [GO:0004623]
Q04301	reviewed	basic amino acid transmembrane transporter activity [GO:0015174]
Q00055	reviewed	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]
P39962	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P39990	reviewed	RNA binding [GO:0003723]; U3 snoRNA binding [GO:0034511]; U4 snRNA binding [GO:0030621]
P40150	reviewed	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]
P48836	reviewed	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
Q3E764	reviewed	ribosomal small subunit binding [GO:0043024]
Q08484	reviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
P39515	reviewed	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]
P47038	reviewed	
P39516	reviewed	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
P40023	reviewed	mRNA binding [GO:0003729]
P39521	reviewed	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription coactivator binding [GO:0001225]; RNA polymerase II transcription corepressor binding [GO:0001226]
P39525	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]
P40323	reviewed	
P39529	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P39532	reviewed	
P39533	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]
P39541	reviewed	
P39550	reviewed	
P39564	reviewed	
P46944	reviewed	
P39677	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
