Entry	Status	Gene ontology (molecular function)
Q96GC6	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]
Q96ID7	unreviewed	
Q96RD6	reviewed	gap junction hemi-channel activity [GO:0055077]
Q99578	reviewed	calmodulin binding [GO:0005516]; chromatin binding [GO:0003682]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; semaphorin receptor binding [GO:0030215]
Q9BQ83	reviewed	5'-flap endonuclease activity [GO:0017108]; crossover junction endodeoxyribonuclease activity [GO:0008821]; endodeoxyribonuclease activity [GO:0004520]; metal ion binding [GO:0046872]
Q9BRR0	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q9H0U4	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q9H7T9	reviewed	damaged DNA binding [GO:0003684]
Q9HA84	unreviewed	
Q9NP71	reviewed	carbohydrate response element binding [GO:0035538]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; transcription factor binding [GO:0008134]
Q9NS40	reviewed	voltage-gated potassium channel activity [GO:0005249]
Q9NYK6	reviewed	
Q9UQC2	reviewed	1-phosphatidylinositol-3-kinase activity [GO:0016303]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]
Q9Y5E4	reviewed	calcium ion binding [GO:0005509]
U5YV54	unreviewed	proton transmembrane transporter activity [GO:0015078]
V9HWG7	unreviewed	
P84103	reviewed	RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]
Q01130	reviewed	RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]
Q7Z6J0	reviewed	MAP-kinase scaffold activity [GO:0005078]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q8N9S9	reviewed	phosphatidylinositol binding [GO:0035091]
Q9NQG7	reviewed	guanyl-nucleotide exchange factor activity [GO:0005085]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]; Rab GTPase binding [GO:0017137]
Q9NR80	reviewed	guanyl-nucleotide exchange factor activity [GO:0005085]; protein domain specific binding [GO:0019904]; Rac guanyl-nucleotide exchange factor activity [GO:0030676]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q9NTG0	unreviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q9Y6N9	reviewed	actin filament binding [GO:0051015]; spectrin binding [GO:0030507]
Q16626	reviewed	
Q5SW96	reviewed	amyloid-beta binding [GO:0001540]; AP-1 adaptor complex binding [GO:0035650]; AP-2 adaptor complex binding [GO:0035612]; clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]; low-density lipoprotein particle receptor binding [GO:0050750]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphotyrosine residue binding [GO:0001784]; receptor signaling complex scaffold activity [GO:0030159]; signaling adaptor activity [GO:0035591]
Q96C10	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]
Q9H7R8	unreviewed	
Q9UHB7	reviewed	DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]
Q9Y6H3	reviewed	DNA-dependent protein kinase activity [GO:0004677]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P63098	reviewed	calcium-dependent protein serine/threonine phosphatase activity [GO:0004723]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; cyclosporin A binding [GO:0016018]; phosphatase binding [GO:0019902]; protein domain specific binding [GO:0019904]
Q15825	reviewed	acetylcholine-gated cation-selective channel activity [GO:0022848]; acetylcholine receptor activity [GO:0015464]; ligand-gated ion channel activity [GO:0015276]
Q9ULW6	reviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]
Q06413	reviewed	activating transcription factor binding [GO:0033613]; AT DNA binding [GO:0003680]; chromatin binding [GO:0003682]; distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone deacetylase binding [GO:0042826]; HMG box domain binding [GO:0071837]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding [GO:0000983]; transcription regulatory region DNA binding [GO:0044212]
Q15768	reviewed	ephrin receptor binding [GO:0046875]; protein tyrosine kinase activity [GO:0004713]; transmembrane-ephrin receptor activity [GO:0005005]; virus receptor activity [GO:0001618]
Q8IZH9	unreviewed	GTP cyclohydrolase I activity [GO:0003934]
Q8WXG6	reviewed	death receptor binding [GO:0005123]; protein kinase activator activity [GO:0030295]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]
Q9H7J2	unreviewed	
Q9Y343	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]
P63146	reviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
P0DPH7	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
P0DPH8	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
Q1ZYQ1	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
P63173	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q86XK2	reviewed	protein-arginine N-methyltransferase activity [GO:0016274]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q8NDW8	reviewed	
Q96EF6	reviewed	ubiquitin-protein transferase activity [GO:0004842]
Q9UK22	reviewed	amyloid-beta binding [GO:0001540]; carbohydrate binding [GO:0030246]; ubiquitin-protein transferase activity [GO:0004842]
P63211	reviewed	GTPase activity [GO:0003924]
Q53SB5	unreviewed	structural molecule activity [GO:0005198]
Q5U0E4	unreviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transcription regulatory region DNA binding [GO:0044212]
Q6ZMU5	reviewed	phosphatidylserine binding [GO:0001786]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q7Z333	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; identical protein binding [GO:0042802]; transcription termination site sequence-specific DNA binding [GO:0001147]
Q8N3Z6	reviewed	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q8NDV7	reviewed	RNA binding [GO:0003723]
Q8TDG7	unreviewed	
Q8TEB7	reviewed	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q9H444	reviewed	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]
Q9Y692	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]
Q9BYN8	reviewed	RNA binding [GO:0003723]
P67812	reviewed	peptidase activity [GO:0008233]; serine-type peptidase activity [GO:0008236]
Q00169	reviewed	phosphatidylcholine binding [GO:0031210]; phosphatidylcholine transporter activity [GO:0008525]; phosphatidylglycerol binding [GO:1901611]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol transporter activity [GO:0008526]
Q29RF7	reviewed	
Q59FV0	unreviewed	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]
Q6IQ26	reviewed	Rab guanyl-nucleotide exchange factor activity [GO:0017112]
Q7Z6J9	reviewed	
Q8NCA9	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
Q96NZ8	reviewed	metalloendopeptidase inhibitor activity [GO:0008191]; receptor antagonist activity [GO:0048019]; serine-type endopeptidase inhibitor activity [GO:0004867]; transforming growth factor beta binding [GO:0050431]
Q99661	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; centromeric DNA binding [GO:0019237]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]
Q9BRU2	reviewed	WW domain binding [GO:0050699]
Q9H9F9	reviewed	
Q9UBL6	reviewed	calcium-dependent phospholipid binding [GO:0005544]; transporter activity [GO:0005215]
V9HWC5	unreviewed	phospholipid transporter activity [GO:0005548]
P67936	reviewed	actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; structural constituent of muscle [GO:0008307]
Q9Y5U8	reviewed	pyruvate transmembrane transporter activity [GO:0050833]
Q00887	reviewed	
Q13178	unreviewed	
Q14761	reviewed	
Q16612	reviewed	
Q16829	reviewed	MAP kinase tyrosine/serine/threonine phosphatase activity [GO:0017017]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q6IAA8	reviewed	GTPase binding [GO:0051020]
Q6IN84	reviewed	RNA binding [GO:0003723]; rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039]
Q8N138	reviewed	
Q8TF21	reviewed	
Q9UQ72	reviewed	
P68133	reviewed	ADP binding [GO:0043531]; ATP binding [GO:0005524]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]
Q3ZCQ8	reviewed	interleukin-2 receptor binding [GO:0005134]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]
Q8N1G1	reviewed	exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]
Q92915	reviewed	growth factor activity [GO:0008083]; heparin binding [GO:0008201]
P69849	reviewed	carbohydrate binding [GO:0030246]
P78310	reviewed	beta-catenin binding [GO:0008013]; cell adhesion molecule binding [GO:0050839]; cell adhesive protein binding involved in AV node cell-bundle of His cell communication [GO:0086082]; connexin binding [GO:0071253]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; PDZ domain binding [GO:0030165]; signaling receptor binding [GO:0005102]; virus receptor activity [GO:0001618]
Q8IX04	reviewed	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q96IC2	reviewed	exonuclease activity [GO:0004527]; RNA binding [GO:0003723]
Q99584	reviewed	calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; fibroblast growth factor binding [GO:0017134]; lipid binding [GO:0008289]; protein homodimerization activity [GO:0042803]; RAGE receptor binding [GO:0050786]; zinc ion binding [GO:0008270]
P78333	reviewed	
P78346	reviewed	ribonuclease P activity [GO:0004526]; RNA binding [GO:0003723]
Q14202	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P78356	reviewed	1-phosphatidylinositol-3-phosphate 4-kinase activity [GO:0052811]; 1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308]; 1-phosphatidylinositol-5-phosphate 4-kinase activity [GO:0016309]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]
P78358	reviewed	
Q7L014	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q8WVK2	reviewed	nucleic acid binding [GO:0003676]
P78365	unreviewed	zinc ion binding [GO:0008270]
P78406	reviewed	microtubule binding [GO:0008017]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]
P78451	unreviewed	hormone activity [GO:0005179]
P78508	reviewed	ATP-activated inward rectifier potassium channel activity [GO:0015272]; ATP binding [GO:0005524]; G-protein activated inward rectifier potassium channel activity [GO:0015467]; inward rectifier potassium channel activity [GO:0005242]
P78524	reviewed	Rab guanyl-nucleotide exchange factor activity [GO:0017112]
P78527	reviewed	ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; protein domain specific binding [GO:0019904]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; transcription factor binding [GO:0008134]
P78540	reviewed	arginase activity [GO:0004053]; manganese ion binding [GO:0030145]
P78543	reviewed	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]
P78552	reviewed	cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; interleukin-13 receptor activity [GO:0016515]
Q9GZU3	reviewed	
Q01113	reviewed	interleukin-9 receptor activity [GO:0004919]
Q7Z4W1	reviewed	carbonyl reductase (NADPH) activity [GO:0004090]; identical protein binding [GO:0042802]; L-xylulose reductase (NAD+) activity [GO:0044105]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]
Q8N3I7	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]; RNA polymerase II repressing transcription factor binding [GO:0001103]
Q9Y2D2	reviewed	UDP-N-acetylglucosamine transmembrane transporter activity [GO:0005462]
P80098	reviewed	CCR1 chemokine receptor binding [GO:0031726]; CCR2 chemokine receptor binding [GO:0031727]; CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]; heparin binding [GO:0008201]
P81172	reviewed	hormone activity [GO:0005179]; iron channel inhibitor activity [GO:0097690]; signaling receptor binding [GO:0005102]
P81605	reviewed	peptidase activity [GO:0008233]; RNA binding [GO:0003723]
P82094	reviewed	DNA binding [GO:0003677]; transcription coregulator activity [GO:0003712]
P82650	reviewed	structural constituent of ribosome [GO:0003735]
P82664	reviewed	
P82914	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P83111	reviewed	identical protein binding [GO:0042802]; peptidase activity [GO:0008233]
P83436	reviewed	
Q9BX82	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q8NI17	reviewed	cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; protein kinase binding [GO:0019901]; transcription coactivator activity [GO:0003713]
